Customer_ID,Outlet_ID,Customer_Name,Gender,City,Membership_Type,Join_Date,Customer_Status,Unused_Flag
CUST_133,OUT_095,Anjali Verma,M,Mumbai,Platinum,2025-12-28,New,DELETE_ME
CUST_134,OUT_080,Amit Singh,F,Pune,Gold,2025-02-01,Lapsed,DELETE_ME
CUST_135,OUT_081,Priya Joshi,F,Mumbai,Silver,2025-09-18,Repeat,DELETE_ME
CUST_136,OUT_017,Rahul Sharma,F,Mumbai,Silver,2025-12-29,New,DELETE_ME
CUST_137,OUT_082,Arjun Iyer,M,Mumbai,Silver,2025-06-12,New,DELETE_ME
CUST_138,OUT_035,Pooja Deshmukh,M,Pune,Gold,2025-04-11,Repeat,DELETE_ME
CUST_139,OUT_095,Sneha Kumar,M,Bangalore,Gold,2025-12-11,Repeat,DELETE_ME
CUST_140,OUT_019,Amit Kumar,F,Hyderabad,Platinum,2025-10-10,Lapsed,DELETE_ME
CUST_141,OUT_032,Sneha Verma,M,Pune,Gold,2025-05-07,Repeat,DELETE_ME
CUST_142,OUT_056,Amit Sharma,F,Mumbai,Gold,2025-11-02,New,DELETE_ME
CUST_143,OUT_100,Pooja Kumar,M,Bangalore,Gold,2025-08-19,Repeat,DELETE_ME
CUST_144,OUT_034,Priya Reddy,M,Hyderabad,Gold,2025-07-22,New,DELETE_ME
CUST_145,OUT_068,Amit Sharma,F,Hyderabad,Platinum,2025-10-22,Repeat,DELETE_ME
CUST_146,OUT_001,Priya Deshmukh,F,Delhi,Gold,2025-10-24,Repeat,DELETE_ME
CUST_147,OUT_070,Pooja Singh,F,Hyderabad,Platinum,2025-12-26,Lapsed,DELETE_ME
CUST_148,OUT_038,Sneha Iyer,M,Hyderabad,Platinum,2025-12-09,New,DELETE_ME
CUST_149,OUT_096,Anjali Patel,M,Delhi,Platinum,2025-07-15,Repeat,DELETE_ME
CUST_150,OUT_048,Sneha Sharma,M,Delhi,Silver,2025-11-10,New,DELETE_ME
CUST_151,OUT_068,Rohan Deshmukh,M,Hyderabad,Gold,2025-07-13,New,DELETE_ME
CUST_152,OUT_059,Megha Kumar,M,Pune,Gold,2025-09-29,Lapsed,DELETE_ME
CUST_153,OUT_086,Rohan Deshmukh,M,Delhi,Platinum,2025-07-30,New,DELETE_ME
CUST_154,OUT_023,Anjali Verma,F,Mumbai,Silver,2025-02-20,Lapsed,DELETE_ME
CUST_155,OUT_023,Sneha Singh,F,Delhi,Gold,2025-05-14,Repeat,DELETE_ME
CUST_156,OUT_081,Vikram Sharma,F,Mumbai,Silver,2025-02-07,Lapsed,DELETE_ME
CUST_157,OUT_016,Rahul Reddy,F,Pune,Gold,2025-10-21,Lapsed,DELETE_ME
CUST_158,OUT_046,Amit Verma,M,Mumbai,Platinum,2025-04-08,Lapsed,DELETE_ME
CUST_159,OUT_045,Anjali Sharma,M,Hyderabad,Silver,2025-07-26,New,DELETE_ME
CUST_160,OUT_028,Megha Reddy,F,Bangalore,Gold,2025-08-31,Lapsed,DELETE_ME
CUST_161,OUT_077,Pooja Kumar,F,Delhi,Silver,2025-08-13,Repeat,DELETE_ME
CUST_162,OUT_047,Priya Patel,M,Bangalore,Platinum,2025-02-25,New,DELETE_ME
CUST_163,OUT_008,Megha Iyer,M,Delhi,Gold,2025-02-13,Lapsed,DELETE_ME
CUST_164,OUT_009,Anjali Iyer,F,Mumbai,Silver,2025-07-29,Repeat,DELETE_ME
CUST_165,OUT_055,Priya Sharma,M,Delhi,Silver,2025-02-17,Lapsed,DELETE_ME
CUST_166,OUT_058,Vikram Reddy,M,Hyderabad,Platinum,2025-09-29,Lapsed,DELETE_ME
CUST_167,OUT_032,Vikram Kumar,F,Mumbai,Silver,2025-01-30,New,DELETE_ME
CUST_168,OUT_011,Arjun Iyer,M,Delhi,Silver,2025-01-04,Lapsed,DELETE_ME
CUST_169,OUT_068,Sneha Joshi,F,Mumbai,Gold,2025-01-23,Repeat,DELETE_ME
CUST_170,OUT_015,Rahul Patel,F,Bangalore,Gold,2025-03-01,Lapsed,DELETE_ME
CUST_171,OUT_047,Priya Singh,M,Mumbai,Platinum,2025-03-10,Repeat,DELETE_ME
CUST_172,OUT_056,Sneha Sharma,M,Delhi,Gold,2025-11-21,Lapsed,DELETE_ME
CUST_173,OUT_093,Arjun Reddy,F,Hyderabad,Platinum,2025-06-01,Lapsed,DELETE_ME
CUST_174,OUT_093,Arjun Patel,F,Pune,Platinum,2025-10-10,Repeat,DELETE_ME
CUST_175,OUT_063,Priya Patel,M,Bangalore,Silver,2025-03-31,New,DELETE_ME
CUST_176,OUT_006,Vikram Reddy,M,Bangalore,Platinum,2025-04-01,Lapsed,DELETE_ME
CUST_177,OUT_071,Vikram Singh,F,Bangalore,Gold,2025-09-17,Lapsed,DELETE_ME
CUST_178,OUT_048,Rohan Iyer,F,Bangalore,Gold,2025-04-28,New,DELETE_ME
CUST_179,OUT_020,Pooja Deshmukh,M,Delhi,Gold,2025-06-07,Repeat,DELETE_ME
CUST_180,OUT_056,Priya Deshmukh,F,Delhi,Silver,2025-01-12,Repeat,DELETE_ME
CUST_181,OUT_034,Arjun Patel,M,Bangalore,Gold,2025-11-24,Lapsed,DELETE_ME
CUST_182,OUT_060,Amit Deshmukh,M,Bangalore,Gold,2025-02-04,New,DELETE_ME
CUST_183,OUT_099,Rahul Verma,F,Pune,Silver,2025-09-02,Repeat,DELETE_ME
CUST_184,OUT_072,Priya Deshmukh,F,Mumbai,Platinum,2025-12-20,New,DELETE_ME
CUST_185,OUT_079,Sneha Kumar,F,Pune,Gold,2025-06-28,New,DELETE_ME
CUST_186,OUT_044,Vikram Kumar,F,Pune,Gold,2025-05-17,Lapsed,DELETE_ME
CUST_187,OUT_044,Anjali Verma,M,Hyderabad,Gold,2025-09-03,Lapsed,DELETE_ME
CUST_188,OUT_017,Anjali Iyer,M,Pune,Platinum,2025-11-27,Lapsed,DELETE_ME
CUST_189,OUT_035,Rahul Singh,F,Bangalore,Silver,2025-06-10,Lapsed,DELETE_ME
CUST_190,OUT_012,Pooja Verma,F,Bangalore,Gold,2025-12-01,New,DELETE_ME
CUST_191,OUT_021,Rahul Deshmukh,M,Pune,Silver,2025-04-12,Lapsed,DELETE_ME
CUST_192,OUT_015,Vikram Gupta,M,Delhi,Silver,2025-10-07,Repeat,DELETE_ME
CUST_193,OUT_085,Anjali Patel,M,Mumbai,Gold,2025-04-03,Repeat,DELETE_ME
CUST_194,OUT_081,Sneha Iyer,M,Hyderabad,Gold,2025-03-19,New,DELETE_ME
CUST_195,OUT_094,Vikram Gupta,M,Mumbai,Gold,2025-08-24,Repeat,DELETE_ME
CUST_196,OUT_091,Sneha Gupta,M,Hyderabad,Silver,2025-08-05,Lapsed,DELETE_ME
CUST_197,OUT_004,Pooja Reddy,M,Pune,Platinum,2025-04-22,New,DELETE_ME
CUST_198,OUT_099,Priya Iyer,M,Delhi,Platinum,2025-03-07,Repeat,DELETE_ME
CUST_199,OUT_093,Arjun Singh,F,Delhi,Silver,2025-08-03,New,DELETE_ME
CUST_200,OUT_070,Rahul Kumar,M,Bangalore,Platinum,2025-08-16,Lapsed,DELETE_ME
CUST_201,OUT_046,Rohan Patel,F,Bangalore,Platinum,2025-07-01,Lapsed,DELETE_ME
CUST_202,OUT_021,Rohan Verma,M,Hyderabad,Silver,2025-02-25,Lapsed,DELETE_ME
CUST_203,OUT_078,Anjali Deshmukh,F,Mumbai,Gold,2025-07-10,New,DELETE_ME
CUST_204,OUT_030,Priya Singh,M,Bangalore,Platinum,2025-08-03,New,DELETE_ME
CUST_205,OUT_052,Rohan Reddy,M,Mumbai,Platinum,2025-06-17,Lapsed,DELETE_ME
CUST_206,OUT_099,Arjun Patel,F,Hyderabad,Gold,2025-12-01,New,DELETE_ME
CUST_207,OUT_014,Arjun Verma,F,Mumbai,Silver,2025-11-15,New,DELETE_ME
CUST_208,OUT_001,Arjun Patel,M,Delhi,Platinum,2025-10-28,Lapsed,DELETE_ME
CUST_209,OUT_069,Megha Singh,F,Delhi,Gold,2025-04-10,New,DELETE_ME
CUST_210,OUT_015,Rahul Reddy,F,Pune,Silver,2025-05-16,New,DELETE_ME
CUST_211,OUT_006,Amit Gupta,M,Bangalore,Silver,2025-03-21,Repeat,DELETE_ME
CUST_212,OUT_074,Megha Deshmukh,M,Bangalore,Platinum,2025-03-06,New,DELETE_ME
CUST_213,OUT_064,Priya Verma,F,Mumbai,Silver,2025-04-11,New,DELETE_ME
CUST_214,OUT_024,Rohan Patel,M,Bangalore,Platinum,2025-04-04,Repeat,DELETE_ME
CUST_215,OUT_062,Amit Reddy,F,Hyderabad,Silver,2025-07-04,New,DELETE_ME
CUST_216,OUT_097,Rahul Patel,M,Bangalore,Gold,2025-12-22,Repeat,DELETE_ME
CUST_217,OUT_046,Megha Reddy,F,Pune,Silver,2025-06-03,Lapsed,DELETE_ME
CUST_218,OUT_023,Megha Deshmukh,F,Delhi,Platinum,2025-08-23,Repeat,DELETE_ME
CUST_219,OUT_022,Rohan Deshmukh,M,Hyderabad,Silver,2025-08-16,New,DELETE_ME
CUST_220,OUT_021,Amit Gupta,F,Bangalore,Platinum,2025-07-03,New,DELETE_ME
CUST_221,OUT_020,Vikram Singh,M,Pune,Gold,2025-03-09,New,DELETE_ME
CUST_222,OUT_071,Anjali Deshmukh,F,Pune,Silver,2025-12-07,New,DELETE_ME
CUST_223,OUT_067,Amit Gupta,M,Pune,Platinum,2025-06-14,Lapsed,DELETE_ME
CUST_224,OUT_011,Megha Patel,M,Pune,Gold,2025-11-16,Repeat,DELETE_ME
CUST_225,OUT_018,Sneha Sharma,F,Bangalore,Gold,2025-12-03,New,DELETE_ME
CUST_226,OUT_075,Pooja Reddy,F,Hyderabad,Silver,2025-04-14,Lapsed,DELETE_ME
CUST_227,OUT_033,Priya Joshi,F,Mumbai,Silver,2025-11-08,Lapsed,DELETE_ME
CUST_228,OUT_045,Priya Reddy,F,Mumbai,Platinum,2025-09-20,Repeat,DELETE_ME
CUST_229,OUT_098,Amit Joshi,F,Bangalore,Platinum,2025-05-03,Lapsed,DELETE_ME
CUST_230,OUT_038,Pooja Singh,F,Bangalore,Platinum,2025-03-29,Repeat,DELETE_ME
CUST_231,OUT_095,Amit Iyer,M,Delhi,Platinum,2025-04-14,New,DELETE_ME
CUST_232,OUT_093,Pooja Iyer,M,Bangalore,Platinum,2025-11-17,Lapsed,DELETE_ME
CUST_233,OUT_065,Amit Reddy,M,Bangalore,Platinum,2025-09-16,Repeat,DELETE_ME
CUST_234,OUT_008,Rohan Kumar,M,Hyderabad,Platinum,2025-05-27,New,DELETE_ME
CUST_235,OUT_016,Arjun Iyer,F,Pune,Gold,2025-11-19,Lapsed,DELETE_ME
CUST_236,OUT_045,Vikram Sharma,F,Pune,Silver,2025-03-26,New,DELETE_ME
CUST_237,OUT_092,Priya Deshmukh,F,Mumbai,Silver,2025-10-03,Repeat,DELETE_ME
CUST_238,OUT_096,Amit Reddy,M,Hyderabad,Silver,2025-06-29,Lapsed,DELETE_ME
CUST_239,OUT_031,Rohan Sharma,F,Mumbai,Gold,2025-08-03,Repeat,DELETE_ME
CUST_240,OUT_004,Anjali Gupta,F,Delhi,Silver,2025-01-14,Repeat,DELETE_ME
CUST_241,OUT_002,Anjali Sharma,F,Bangalore,Platinum,2025-11-24,New,DELETE_ME
CUST_242,OUT_030,Vikram Deshmukh,M,Pune,Platinum,2025-07-31,New,DELETE_ME
CUST_243,OUT_065,Megha Reddy,F,Delhi,Platinum,2025-11-10,Repeat,DELETE_ME
CUST_244,OUT_081,Anjali Iyer,F,Bangalore,Gold,2025-08-14,Repeat,DELETE_ME
CUST_245,OUT_053,Arjun Verma,M,Delhi,Platinum,2025-05-17,New,DELETE_ME
CUST_246,OUT_080,Megha Sharma,M,Pune,Platinum,2025-11-23,New,DELETE_ME
CUST_247,OUT_046,Rohan Kumar,F,Delhi,Gold,2025-07-22,New,DELETE_ME
CUST_248,OUT_007,Rahul Reddy,M,Delhi,Silver,2025-11-15,Repeat,DELETE_ME
CUST_249,OUT_091,Rohan Patel,M,Mumbai,Platinum,2025-05-17,Repeat,DELETE_ME
CUST_250,OUT_080,Megha Verma,F,Bangalore,Silver,2025-03-01,Repeat,DELETE_ME
CUST_251,OUT_060,Vikram Joshi,F,Delhi,Silver,2025-06-11,Repeat,DELETE_ME
CUST_252,OUT_033,Megha Gupta,F,Mumbai,Platinum,2025-01-28,Repeat,DELETE_ME
CUST_253,OUT_067,Priya Singh,F,Bangalore,Silver,2025-04-03,Lapsed,DELETE_ME
CUST_254,OUT_054,Vikram Sharma,M,Hyderabad,Platinum,2025-04-14,Lapsed,DELETE_ME
CUST_255,OUT_085,Pooja Reddy,F,Hyderabad,Platinum,2025-11-18,Repeat,DELETE_ME
CUST_256,OUT_070,Arjun Iyer,F,Pune,Gold,2025-04-11,New,DELETE_ME
CUST_257,OUT_055,Pooja Singh,F,Bangalore,Silver,2025-03-18,Repeat,DELETE_ME
CUST_258,OUT_070,Pooja Singh,F,Mumbai,Silver,2025-10-09,Repeat,DELETE_ME
CUST_259,OUT_066,Priya Kumar,F,Bangalore,Gold,2025-06-12,Lapsed,DELETE_ME
CUST_260,OUT_038,Rohan Joshi,M,Delhi,Gold,2025-07-13,New,DELETE_ME
CUST_261,OUT_062,Anjali Patel,F,Bangalore,Silver,2025-04-06,New,DELETE_ME
CUST_262,OUT_075,Megha Verma,F,Mumbai,Silver,2025-07-03,New,DELETE_ME
CUST_263,OUT_087,Megha Kumar,M,Pune,Silver,2025-11-22,Lapsed,DELETE_ME
CUST_264,OUT_006,Rahul Sharma,M,Mumbai,Gold,2025-11-07,New,DELETE_ME
CUST_265,OUT_047,Arjun Joshi,F,Delhi,Platinum,2025-04-27,New,DELETE_ME
CUST_266,OUT_030,Rohan Iyer,M,Hyderabad,Platinum,2025-10-14,New,DELETE_ME
